protocolTitle,FIELD_plantingSeason,FIELD_pipeline,sub_market,FIELD_Country,FIELD_name,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue,QC_Flag
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,LDSR,TARSC,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,EROTP,GIBBZE,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,LDSR,PHSPMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,CERCZM,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,EROTP,USTIMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,LDSR,PUCCPY,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB255PRO3,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,PHYRMA,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,LDSR,PHYRMA,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,LDSR,DIPDMC,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,LDSR,DIPDMC,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB255PRO3,LDSR,TARSC,5.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,LDSR,PUCCPY,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,EROTP,GIBBZE,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,EROTP,GIBBZE,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,LDSR,TARSC,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,EROTP,DIPDMA,13.333333,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,YLD,N/A,50.295858,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,EROTP,FUSASP,20.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB255PRO3,LDSR,PHYDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,EROTP,USTIMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,CERCZM,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,LDSR,PUCCPY,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,LDSR,PUCCSO,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,LDSR,CERCZM,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,EROTP,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,EROTP,FUSASP,6.666667,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,LDSR,TARSC,5.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,YLD,N/A,51.923077,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,EROTP,FUSASP,6.666667,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,EROTP,USTIMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,EROTP,DIPDMA,33.333333,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,30F35VYHR,LDSR,PHSPMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,LDSR,DIPDMC,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,EROTP,DIPDMA,13.333333,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,EROTP,USTIMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,CURVSP,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,LDSR,PHYDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB255PRO3,YLD,N/A,60.650888,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,EROTP,USTIMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,LDSR,PUCCSO,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,LDSR,PUCCPY,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,LDSR,PHSPMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,EROTP,FUSASP,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,LDSR,PHYRMA,5.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,PHYDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,EROTP,FUSASP,13.333333,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8480PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,PHYRMA,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,LDSR,CERCZM,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1822PRO3,LDSR,DIPDMC,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088VT3P,EROTP,DIPDMA,6.666667,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AG8065PRO3,LDSR,PUCCSO,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DK7088RR,LDSR,TARSC,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,AS1820PRO3,LDSR,PHYRMA,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,JRAMI5_FW05_GRANADA_FV_V,DKB360PRO3,EROTP,ZZXXFF,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1820PRO3,YLD,N/A,46.674001,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,30F35VYHR,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1822PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088RR,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB360PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1820PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB360PRO3,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088RR,LDSR,TARSC,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8065PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,30F35VYHR,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8065PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1822PRO3,LDSR,SETOTU,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088RR,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1820PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,30F35VYHR,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8065PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB255PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1822PRO3,YLD,N/A,36.166346,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8480PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB255PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8065PRO3,LDSR,TARSC,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088RR,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8480PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8065PRO3,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,LDSR,TARSC,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AG8480PRO3,LDSR,TARSC,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB360PRO3,LDSR,CURVSP,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB360PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB255PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088RR,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DK7088VT3P,YLD,N/A,48.156731,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB255PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,AS1822PRO3,LDSR,CURVSP,5.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW01_SANCARLOS_OA_V,DKB360PRO3,LDSR,TARSC,1.0,
